Movie Name,Storyline,Rating
8894. The Omagh Hum,"Journalists Emmet McElhatton and Jamie Ryan investigate a strange hum in Omagh, Co Tyrone. They uncover rumors and conspiracies about the mysterious sound dividing the community as they delve deeper into the case.",8.6
8895. Bird's nest,2 hours of life of the crawls in nest.,9.2
8896. Siege at Nune High,"After everyone else has left for the weekend, detention and science club students find themselves trapped together, and when an internet hate group lays siege to the school it forces the unlikely allies to unite in order to survive.",9.2
8897. Pogrom(s),N/A,8.9
8898. Ormachithram,N/A,8.4
8899. Dinonauts,"The Dinonauts unite to defend the universe from the forces of tyranny, to befriend sentient protoplasms, and to find the perfect banana smoothie.",5.2
8900. Bad Ben 13: The Dracula Situation,Tom Riley once again owns the home on Steelmanville Road. He discovers the previous owner had a tenant that he legally can't evict because he had a lease. That tenant is Dracula.,3.2
8901. Thiago Ventura - Modo Efetivo,N/A,6.2
8902. Pregnant,A mysterious man who has just been released from prison and is looking for his pregnant wife shows up at the home of a human smuggler. The atmosphere thickens with each passing moment..,3.4
8903. The Fisherman and the Banker,"An ancient fishing community in the Gulf of Kutch, India, join forces with human rights lawyers in Washington, D.C. to file the first-ever lawsuit against the World Bank Group for funding a coal-fired power plant along its coast.",9.2
"8904. Bullets, Brothers and Blood","As a martial arts teacher searches for his lost brother, he ends up in a lawless town run by a brutal crime boss. When his identity is mistaken for a killer who's seeking vengeance on the crime boss, all hell breaks loose.",6.9
8905. Fly by Night,Unknown comedians Alex Dolezal and Aidan Fealy attempt to launch the national tour of their absurdist late-night talk show parody but a combination of ADHD and poor choices threaten to derail them before they can even start.,8.0
8906. The Boy Inside the Cocoon,"After his parents' split and his sister's mysterious death, Yousef, engulfed in emotional detachment and loneliness, discovers he can manifest folklore entities, easing his isolation and revealing secrets untold.",7.3
8907. iKHlaas,"Rudra Patil an architect is bewildered when he gets a match on a dating app but is uncertain about the legitimacy of the profile, but somehow, he meets his tragic destiny in the end.",7.8
8908. Level Trap,"A psychotic hairstylist flees her employer after a robbery, only to fall victim to a dead-end trap.",7.6
8909. Dicono di te,Giancarlo's personal and professional lives go to pieces after he meets his cousin Bernardo.,3.8
8910. La primera mirada,"Amidst the ruins of post-war Spain and in the midst of a dictatorship, a film school was created that became a space for freedom and experimentation in filmmaking. The dream was short-lived, but it served to radically change the history of Spanish cinema. The work of its students allows us to explore the first images shot by an extraordinary collection of filmmakers who would leave their mark on new generations of viewers and directors: Juan Antonio Bardem, Luis García Berlanga, Carlos Saura, Víctor Erice, Basilio Martín Patino, Manuel Summers, Pedro Olea, Antonio Mercero, José Luis Borau... Their first frames help us to better understand their origins and subsequent careers, as well as to examine the process of modernization in a country whose citizens were still trying to overcome their collective traumas.",6.6
8911. Bei uns heisst sie Hanka,N/A,6.9
8912. Life of Mrudula,Mrudhula's life changes forever after being kidnapped and forced into sex trafficking.,8.1
8913. Rhinos Conquered the Middle East,"Elias is a theater actor. He has been successful in the theater for a short time in the past, but now those days are long gone. Elias is now suffering from severe constipation. This problem has caused him pain and suffering and has affected his private and professional life. He is now trying to get out of this situation.",6.4
8914. Removal of the Eye,"Struggling with new parenthood and stalling careers, Kallia and Ram's lives are thrown into chaos when Kallia's blind mother goes on a mission to exorcize the family from the evil eye.",5.8
8915. The Weavers' Songs,"In San Pedro Amuzgos, Oaxaca, the director's reflections and questions invite us into his world, where Zoila's loom creates a natural music to tell the story of the life and death of Donato, the town's most famous violinist.",8.2
8916. Passion of Iron,"Passion of Iron is an inspiring documentary about three elite bodybuilders pushing their physical and spiritual limits. This journey is not just about building muscle, but also about discovering the true power of will and determination.",8.8
8917. Stay Homas. La banda que no hauria d'existir,N/A,7.1
8918. Walden ou la vie dans les bois,"An exploration of ""Walden or Life in the Woods"", the seminal work by writer and philosopher Henry David Thoreau (1817-1862), the inspiration behind modern ecological thought.",7.3
8919. Der Wunsch,"Filmed over 10 years, Love Alone Can't Make a Child is an intimate portrait of two women, their love, and their determined efforts to fulfil their shared desire to have a child despite immense challenges.",7.1
8920. Raanan Hershberg: Brave,N/A,7.8
8921. Dawgz Life,N/A,7.5
8922. Om alla bara drar,"This is a film about finding a home but also about losing one. It tells the story of Nazira and her family, as well as their neighbors, living in a run-down suburb of Stockholm.",6.4
8923. The Friendship Vow,"This emotionally charged drama explores the complexities that define our relationships and the impact of the secrets we keep. With stellar performances and a gripping story line, ""The Friendship Vow"" is a roller coaster of emotions with subtle similarities of the popular film, ""Closer."" These films share thematic elements while touching on relationships, loyalty, and the intricate dynamics that shape human connections.",6.4
8924. Chicago & Friends in Concert,N/A,9.1
8925. Nirjhor,"In a world where we only care about stability, why do we keep putting up with injustice. Apolitical is a myth, rise and have an opinion.",9.2
8926. 12 Digit Masterstroke: The untold story of Aadhar,"Explores logistical, technological and political challenges faced by the team, spearheaded by tech wizard Nandan Nilekani, in aiming to achieve something that no one had attempted before in India.",8.2
8927. Maya: The Love,N/A,6.1
8928. Flight 175,N/A,3.2
8929. Onde as Ondas Quebram,"As in the Japanese art of repairing ceramics with gold, the filmmaker Inara Chayamiti searches for her fragmented identity by gluing pieces of her family story, marked by two diasporas between opposite sides of the world: Brazil and Japan.",9.6
8930. Waymore Place,A family drama centered around a prosperous African-American family and their daily struggles.,9.1
8931. Carmen Lagala: Sweet Batch,"Carmen Lagala's debut comedy special delivers sharp wit and wry observations on life, love, and everything in between.",8.3
8932. Haters Animosity,"A young man named Maleek Smith is hated by his peers because of his looks, the attention he gets from women, and his ability to play basketball. It is because of this that some even seek to harm him and falsely have him incarcerated.",8.2
8933. Les Miennes,"As the youngest of five sisters, director Samira El Mouzghibati is aware she inherited a painful legacy from the past. In response to a tragic incident that was kept quiet, her sisters formed a clan-a tightly knit bond from which their mother was excluded. Thus, when they spoke of her to Samira, they always referred to her as ""your mother,"" as though she were no longer theirs. For the very first time, we hear what the mother has to say.",6.8
8934. Tycoon,"In Miami, Natalie Boyle accepts an offer from Leroy Blake to surrender her decisions for a year in return for money, not realizing the cost.",7.4
8935. Visceral,"A chronicle of a crime of passion, takes an unexpected turn. A young marriage in crisis, find themselves dragged into a world of police corruption, money laundering, and a long-ago-orchestrated revenge.",6.2
8936. Tango Bar,"A haunting tale of Maria, a woman who dreams of becoming a model, only to find herself trapped in the world of sex trafficking at the Tango Bar. Surrounded by violence, Maria fights to survive while navigating the rules of her confinement.",7.0
8937. Back Up,"Mirza's decisions shattered his family, love, and friendships. Decades later, a quiet Bosnian village faces ghosts from the past when journalist Ena discovers hidden secrets, sparking chaos and changing the lives of all involved forever.",4.0
8938. King's Gambit,"The inside story of the strongest ever chess open tournament. With unrivaled access to players and performance psychologists, ""King's Gambit"" reveals the tension and what really happens at top professional chess tournaments.",6.7
8939. Pakal Iravu,"Stranded in a deep forest after his jeep breaks down, Antony seeks refuge in the isolated home of a man named Viruman.",6.1
8940. Wildboy: Ten Years of Adventure Therapy,"The film follows Brando, a young man with ADHD, as he embarks on extraordinary adventures to escape societal norms and find purpose.",6.8
8941. Game of Death: The Six Doors to Hell,"Set in a bleak future in which the world suffocates under the iron fist of a tyrannical regime. Driven by unyielding determination, Ken Shiro sets out on a perilous mission to find the gate to Hell and save his daughter from the Inferno.",7.1
8942. We are aliens,N/A,5.1
8943. The Lost Daughter,"A story of mutual testing, guilt, and struggle between Liu Suisui and her mother Li Mei.",5.9
8944. Sunlight,When a Bi-Polar environmental activist indulges his manic delusions of grandeur he comes to believe he can save humanity from the climate crisis by making a movie.,6.2
8945. Do Patr Aur Ek Adhoori Si Mulaaqaat,"A man goes deep down into a memory lane, when a letter from an old friend puts him into a conflict about his very existence.",7.2
8946. Yesterday Is Almost Here,"When a fragile writer suspects his wife's infidelity, he joins forces with the other man's enigmatic spouse-igniting a twisted journey where paranoia blurs into reality and nothing is as it seems.",6.9
8947. Bolice,"After being sidelined, the Tunisian Prime Minister decides to reassemble the special unit ""Bolice"" following a nuclear threat that has shaken the entire world. The reunion is warm. They quickly regain their synergy and immediately embark on the mission. The goal is to find the detonator of the bomb before it's too late, but the one who holds the codes is a former KGB agent, not easy to track down. Our agents then dive into a whirlwind of adventures, from one country to another, following the traces of the culprit, from Tokyo to Cairo, passing through London. ""Bolice"", the movie, takes us on a journey full of suspense and twists, with the mission of saving the earth and avoiding the end of times. As usual, humor will be our backdrop, making this journey even more enjoyable.",7.8
8948. Mavr,N/A,6.2
8949. The Probe,"The Probe is a gritty crime drama where artificial intelligence becomes the ultimate ally in interrelated investigations of corruption surrounding; Law enforcement, the judicial system, politicians and urban drug dealing in Philly.",6.6
8950. The One That Got Away,"After Helen finds out she was going to be the next victim of a serial killer, the psychological aftershocks of this revelation are made worse by the publicly-leaked evidence of the killer's plans. But did the cops catch the right guy?",6.0
8951. The Housekeeper,"A grieving housekeeper, Sharease Smalls, loses her son to street violence. When his cast goes cold, she loses everything. At the mercy of those around her, she moves in with her sister and gets a job as a housekeeper and personal assistant. The more time she spends with her boss, Zues Grayson, the more she gets to know his past life. Zues confesses to murdering her son in the past but things turn deadly when he refuses to turn himself in to the police and Sharease seeks justice for her lost son.",7.3
8952. Yukiko A.K.A,N/A,7.1
8953. Dedemin Gözyaslari,N/A,6.9
8954. The Letter Writer,"Set in 1960s 'old Dubai', a young boy who works summers as a professional letter writer for local illiterate travelers falls in love with the object of his customer's affection.",7.2
8955. Falling for Daisy,N/A,6.1
8956. The Rhythm and the Blues 2024,"Guitar blues legend Eddie Taylor is challenged by theft of his music, family drama, and British rockers appropriation while fighting to prove his genius before it fades away.",7.3
8957. Vladimir,"Vladimir, a famous plastic artist, enters his creative twilight. After months of seclusion, a dark and surprising event makes his inspiration return, but also forces his connection with the world around him (and with reality) to fade.",7.8
8958. Halloween: The Hunt of Michael Myers,"Michael Myers escapes Smith's Grove Penitentiary. Dr. Loomis, Sheriff Bascom, and Allyson Strode hunt him down, determined to stop his killing spree in Haddonfield on Halloween night.",8.5
8959. Arrogance and Virtue,"On the eve of a joyful marriage, a bride-to-be mysteriously vanishes without a trace. Her disappearance shatters her fiance's world, driving him into a desperate search that uncovers far more than he ever imagined.",6.5
8960. Brush of the God,"A boy comes across a rabbit, guardian of a magical brush to prevent the Yamata no Orochi from re-emerging in the modern world.",6.6
8961. Curry Scent,"After recently immigrating to America, Geetha attempts to help her family realize the American dream by seeking a modern day arranged marriage.",5.2
8962. The Entertainer,A stagnating musician questions the value of his art for anyone.,7.6
8963. Iron Nest of the Moon,"An anthology web series, aggregated into a feature, based on the mysterious stories of dreams and dreamers.",7.2
8964. The Final Days of Adolf Hitler,"A biographical and historical documentary which covers the life and death of one of the most infamous and evil men of all time, Adolf Hitler and how his death ultimately ended the war.",5.2
8965. Cazadoras de Millonarios,"Three young women conclude that hard work will not give them the life of their dreams. So they enroll in a course promising to teach them the secret to catching millionaire men, but will they find the comfort they crave, or will the lessons they learn be more than they bargained for?",6.4
8966. What Happened in My Black Boyfriend's Room,"Surprised by her friend's black boyfriend's stuff, what's her choice? Let's swap partners. A young couple's conflicting desires.",5.4
8967. The Dealer,"When a drug pusher is recruited to infiltrate a netherworld of addiction; one cop's desperate attempt at redemption will force an enemy's hand, setting off a chain of events with no easy exits.",6.4
8968. Understanding Autism,'Understanding Autism' explores the latest research in autism and how empathy and emotion can help autistic people live happier and more functional lives.,8.1
8969. Ona tantsuet,"For Olga, dance is not just a profession or hobby, it is her way of communicating with the world and people. Over the course of almost two decades, several men appear in her life, each of whom becomes her husband, lover and dance partner. But all her attempts to combine the desire to love and be loved with her passion for dance fail until she finally meets a man who has nothing to do with the world of dance, but for whom she is ready to make her most important choice.",7.1
8970. Lattha Sadan,"Three boys-Vikram, Siddharth, and Aayush-join a prestigious hostel. Vikram follows tradition, Siddharth navigates independence, and Aayush, an orphan, strives for success as they compete for a spot on the wall of fame?",7.2
8971. The Uncertainty Principle,"Three scientists are on the verge of a major breakthrough in quantum mechanics, but find themselves in conflict over what the discovery actually means.",8.2
8972. Dreams of flesh,"In the innovative ""Neovita"" clinic, the Doctor A. Lovo, through a serum of his own invention and the use of virtual reality, is able to cure the particular psycho-physical pathologies of his patients adopting a kind of shock therapy.",6.1
8973. Look at Me,"A fictional autobiography about an insecure, awkward and lonely actor who goes on an unwitting journey of self-love in the midst of an eating disorder relapse.",6.2
8974. Sergeant Pickle Breath and the Rooftop Warriors,A pot dealing man-baby is forced to find a new crib when his roommate/best friend threatens to destroy his teddy bear if he doesn't move out.,8.7
8975. Sins of Ireland,"Through the prism of the confession box, which has its origins in Ireland, 'Sins of Ireland' is a portrait of an overlooked aspect of Ireland's past and how it impacted many parts of the world. Fifteen Irish priests, known for hearing the confessions of others, outline what the sacrament of confession was supposed to be and, while confessing the sins of the church, what it became.",8.9
8976. Battersea,"In the wake of their mother's death, estranged siblings--Les and Lou--reconvene at their childhood home in Nowhere, Ohio, where they spend a precarious weekend drinking and talking--uncovering the narratives and secrets that have shaped their lives.",8.2
8977. Mr & Mrs,N/A,5.6
8978. Sisters,N/A,6.8
8979. Nero,N/A,6.5
"8980. Almanak, Vrouwen Om Van Te Houden",N/A,7.4
8981. Strange Birds,"My older brother got in trouble. Again. I can no longer ignore his issues that seem to take over my life. As silence breaks, I reveal relations in my family, mainly with my mom, were shaped by an unspoken word - Autism.",8.1
8982. Give Me a Hug: Hatchetman 2,The Hatchetman devil mask finds its way into the lives of a heroin addict step-dad and his tormented step-son who has been carrying a deep dark secret from childhood which has adversely affected both their lives.,2.1
8983. Ryuichi Sakamoto's Last Days,N/A,8.6
8984. Pikhaas,"A chilling tale of inner demons, beauty, and the beast within. Will beauty tame the monster or succumb to its darkness? Experience the nightmare that will haunt your imagination.",8.5
8985. Peppa Pig: Peppa's Adventures Around the World,"Join Peppa and her family on an oink-credible adventure around the world. From glitzy Hollywood to the iconic Eiffel Tower, and even the beautiful Great Barrier Reef, Peppa and her family are on a quest for an unforgettable journey.",6.1
8986. Fractured,N/A,7.4
8987. Blood Magick,A witch with a foul mouth and a hangover is the only hope for a group of strangers when their town is invaded by the forces of Hell.,8.6
8988. The Stars and the Storms,Two actors in a relationship try to balance their personal lives and their careers.,6.3
8989. The Treatment,A disgraced Toronto director rents a rehearsal space to run actors through his final script. A film crew documents the process. The actors think they know what is being filmed. They don't.,8.2
8990. The War on Truth,"The government's 3-year War On Truth faces resistance. Nick Searcy investigates J6 deaths, Capitol breach orchestrators, election impacts, and how federal agencies target citizens to protect corrupt officials.",7.8
8991. bUMS,"The powerful story of dAVID, pETER, fRANK, bROADWAY vIC, mARY and sUNSHINE who have survived on the streets and have been homeless for decades, as they join an ambitious government-funded program in the hopes of regaining their lives back.",6.8
8992. Biohack Yourself: Activation Beyond the Quantum,"In Chapter 3 of Biohack Yourself, the spotlight is on the transformative technologies of light therapy, frequency modulation, and hyperbaric innovation. This episode takes viewers deep into the science of red light therapy, PEMF (Pulsed Electromagnetic Fields), and hyperbaric oxygen chambers, uncovering how these modalities improve cellular repair, reduce inflammation, and accelerate recovery. Experts like Robby Besner, Vishen Lakhiani, and Danielle Rambur share their knowledge and personal experiences, offering a comprehensive guide to integrating these technologies into daily life. Whether it's for peak performance, chronic pain relief, or enhanced mental clarity, this chapter empowers viewers with practical tools to harness the energy of light and oxygen for a healthier, more vibrant life.",3.3
8993. Husband for Sale,Desperate wives get a chance to sell their husbands.,5.4
8994. Dirty Pape,"After Jason is let go from his long time job, he is left to choose between finding an honest living to make ends meet- or accepting an opportunity that could come with detrimental consequences and a salary he could only dream of.",2.3
8995. Cravings,"Desperate for an heir, a wealthy widow falls for a man who refuses to let her go when she realizes he's not an ideal father for her child.",1.7
8996. Urban Vengeance,Skateboarder Jack Urban is out to avenge the death of his kid sister - her life taken by rival street gangs. His antics make him out to be a folk-hero to the city and a threat to the powers that be.,5.9
8997. To je rop!,"Rajko is a professional magician who broke his arm during one of his shows. But his insurance company Tangenta is unwilling to pay him the insurance benefits due to a bureaucratic error. Outraged by the injustice, he is defended only by the kind-hearted insurance agent Marcel who tries to help by getting Rajko in the room with the Tangenta's CEO himself. But the meeting goes sour as Marcel impulsively kidnaps the CEO, much to Rajko's surprise, and together they soon find themselves on the run.",7.8
8998. Nobody Leaves 'til Jesus Comes,"Seventeen-year-old Mati stares down a rabbit hole of drugs, sex, and self-delusion when she's taken hostage in a drug dealer's apartment full of desperate people who show her what she could become.",6.1
8999. The Royal Four: Stronger Together,"Through a captivating tapestry of personal tales, historical perspectives, and contemporary happenings, the British royal family's quest to harmonize their rich legacy with a progressive future is brought to life.",2.8
9000. Feed Me,"Filmmaker Connor Luke Simpson explores the underground-and often misunderstood-subculture known as feederism. A community where the fatter you are, the sexier you are.",5.5
9001. The Blood of Saltville,"Lawyer Grady Richmond is out of luck, his brother, Seth, makes a terrible discovery returning to Saltville after 20 years. 150 years after the Civil War, Saltville finds itself at the center of an epic battle against good and evil",5.6
"9002. Lupicinio Rodrigues, Confissões de um Sofredor",N/A,7.6
9003. Cannes Without a Plan,"""Cannes Without A Plan"" follows three divorcees on an impromptu trip to France, revealing that regardless of age, it's never too late to 'take the trip'. Leaving behind 5 kids, 5 dogs, and all their inhibitions, these audacious women are in search of a bed to sleep in, a croissant, and Prince Albert. This comedy/documentary is more than a film: it's unscripted magic as these moms on the loose navigate love, sobriety, and the pursuit of happiness. Don't miss out - this trip is one for all ages.",7.9
9004. Tractor,A farmer who is living self-sufficiently has lost his lifestyle due to recent social developments and private-sector scams.,7.1
9005. Family Code,"A story that clearly focus on the bond a family shares, different characters with emotions",6.2
9006. Non aprite quella bara,N/A,5.4
9007. Oculi - Det eneste vitnet,"Martin, a blind man in his 30's looking for love, might be in way over his head, when he starts investigating the kidnapping of his new date.",7.4
9008. The Place in Between,"A lawyer reunites with her estranged teen daughter after the girl's father dies. They travel Texas in an old Fairlane to scatter his ashes, confronting their past and finding connection through both tears and laughter.",7.4
9009. Horrorathon Volume 3,Chainsaw chucks introduces us to another slew of horror short stories by many talented filmmakers. This is the final installment of the series.,5.1
9010. Redención en la Oscuridad,N/A,9.4
9011. The Devil Makes Work for Idle Hands,"A man on parole, a struggling mother, and a pair of drug dealing brothers each become part of a dazzling multiplicity of plots, but one story.",7.9
9012. Sodade,"Sodade is an emotionally charged drama set on the picturesque island of Fogo, Cape Verde, where two young lovers, Kevin and Linda, find their relationship tested by hidden family secrets and a deep-rooted feud that threatens to tear them apart. Their journey through love, betrayal, and reconciliation reflects the struggles of identity, migration, and family loyalty. As Kevin and Linda's love blossoms, they must face the reality of their family's past and the consequences it bears on their future. The film explores the complexities of Cape Verdean traditions, capturing the beauty and hardships of island life. Shot entirely on the breathtaking volcanic landscapes of Fogo, the movie showcases the island's natural beauty and vibrant culture while highlighting themes of love, sacrifice, and personal growth. Directed by Sarah Grace and produced by Saulo Montrond, Sodade is not just a love story but also a reflection of the Cape Verdean diaspora, the pain of separation, and the yearning for home. With a mix of local and international talent, the film intertwines personal conflicts with broader socio-cultural themes, making it a powerful narrative that resonates with audiences worldwide. Through its compelling story and striking cinematography, Sodade captures the essence of Cape Verde, making it a cinematic tribute to the island's people, culture, and enduring spirit. The film is a testament to the strength of the Cape Verdean spirit and the universal power of love, family, and redemption.",5.8
9013. El Último Táper,"Trapped since Alicia's death, widower Gabriel, 65, navigates new tenant Yuqi, seeking connection. Struggling with Lidia, his daughter, and aided by a cooking class, he discovers the last ingredient to reclaim lost bonds.",9.1
9014. Dead Fun,"A group of friends attend a house party. Waiting through the doors is a wild night, an ex-girlfriend, and nigga zombies.",8.4
9015. Neither Day nor Night,"A Sephardic Baalei Teshuva family tries to integrate within the insular Ashkenazi Haredi community in Bnei Brak. Their son Raphael, a prodigy, is not accepted into a prestigious yeshiva. His mother, Ahuva, tries to handle the situation peacefully, but his father, Shmuel, a handyman with great faith, struggles to accept the situation. Shmuel fights to change this decree, leading to the family's ostracization and their children's expulsion from local institutions. A dramatic event shakes both the family and Haredi society, probing their shared faith. The film explores the struggles of Baalei Teshuva, their faith, their escape from the past, and the personal cost of their journey.",7.2
9016. Ingu Mirugangal Vaazhum Idam,"John works in the Security Guard Office and is single-handedly raising his only daughter, Jenny. Genie, who has an inordinate affection for her father, looks after John. However, her boyfriend, rapes and murders Jenny along with his friend",5.6
9017. The Most Australian Band Ever!,"Three ethnic school kids from Sydney's western suburbs form a punk band in the 80s. The Hard-Ons fight racism, the music industry and the rise of grunge with their pop punk noise, irreverent humour and absolute commitment to just being themselves.",8.1
9018. Apocalypse Love,It's a zombie/alien apocalypse. But that triviality wont stop Tom from getting the love of his life back from the grave with a little help of necromancy.,7.0
9019. COMA,"You are Alex Devine. You see and hear your friends and relatives come to you with their revelations, demands and grief, whilst you are unable to move or talk. Will your secrets be safe or compromised before it's all over?",7.6
9020. Praxx Fim de Semana,N/A,6.5
9021. Family Comes First,"Serial killer William Afton, or what's left of him, twists the fate of his family in a way that killing them all, again, is needed to set things right for good. In this process, he encounters something no human should ever witness, and it will drag him to the depths of his hollow soul.",8.3
9022. The E-Ghost,"Five friends exploring an abandoned mansion are haunted by two ghosts - one friend, one foe. As they begin to disappear one by one, they realize these ghosts are playing a very specific game, and it may be too late for them to escape.",6.0
9023. Rei,Hikari encounters deaf landscape photographer Masato and embarks on a journey that will transform her sense of being.,7.5
9024. The Washer,"While doing the laundry, the young lawyer Jan discovers that the washing machine creates phenomena. The effect can be reproduced and he massively expands his experiments. The machines run 24/7. Is he the only one who knows about it?",6.4
9025. No Lo Escuches,"A carefree beach getaway turns bitter for its young protagonists. They only wanted fun in a small corner of the Caribbean paradise, but fate had other plans in store for them.",4.1
9026. Here Children Do Not Play Together,"To examine the deteriorating relations between Palestine and Israel following the Hamas attack on October 7, Iranian master Mohsen Makhmalbaf walks into the heart of Jerusalem.",5.1
9027. Day of the Diesels,"The diesels, led by the nefarious Diesel 10, attempt to banish the steam engines and take over the Island of Sodor. Can Thomas and his steamie friends foil their plans or are they all headed for the Smelter's Yard?",6.8
9028. Sangrand,An eye for an eye will leave the whole world blind. Someone have to break the chain of enmity so Sahib decides to change his life for good.,7.7
9029. Itoiz Udako Sesioak,"The discovery of a series of unreleased tapes leads Juan Carlos Pérez, leader of the iconic Basque group ITOIZ, to reflect on the dissolution of the band at its peak, after a clear change of style towards pop, which he still disowns today.",8.1
9030. Impasse,"After 20 years living veiled in a religious family like her mother Elahe, Rahmane, 37, leads Iran's protests, straining ties with her father. Three generations navigate their bond amid political tensions.",5.3
9031. Poised,"Out of the ashes of loss, can one man use mixed martial arts to save young people from the toughest parts of our society?",9.7
9032. Last Garment of Christ,"Director Vanja Elez's film, The Last Garment of Christ, takes viewers on a fascinating, centuries-spanning journey in search of one of the most important and debated relics of the Christian world: the Shroud of Turin. Known also as the Sindone, this ancient piece of linen cloth is traditionally believed to be the material in which Jesus Christ was wrapped after his crucifixion. Through a comprehensive, investigative narrative, Elez meticulously traces the Shroud's purported path across the globe, guiding the audience from its supposed origins in Jerusalem, through the Byzantine city of Edessa and the splendor of Constantinople, all the way to its key European resting places in Lirey, Chambéry, and finally, the city of Turin, where it resides today. The film follows the relic's mystery and documents its profound, yet controversial, role throughout religious and political history. Beyond the historical narrative of the Sindone's tumultuous journey, the documentary delves into the detailed scientific research and intense scrutiny conducted on this artifact over the past decades. A special and significant focus is placed on the STURP (Shroud of Turin Research Project), a massive undertaking during which hundreds of scientists, pathologists, and technical experts from around the globe analyzed the cloth. Their collective goal was to unravel the secret of the Shroud's origin, composition, and the mysterious image imprinted upon it. Utilizing expert interviews, authenticated historical records, and the actual findings from decades of research, the audience gains a deep, multi-faceted insight into the theological, historical, and scientific complexities surrounding this unique object. The film compellingly combines faith, history, and hard science, constantly posing the central question: Is the relic authentically the burial cloth of Christ? What are the verifiable scientific facts supporting or refuting its age, and what elements remain purely in the sphere of spiritual belief? Ultimately, The Last Garment of Christ is not only a compelling story about the linen itself and the distinct image it bears, but also a narrative about the dedicated people who have studied, protected, and venerated it through the ages-from the earliest Christian communities forced to keep its existence secret, to the contemporary scientists who continue to seek empirical answers.",9.4
9033. Lirica ucraina,N/A,7.3
9034. The Winter Prophecy,A contract killer learns from a cryptic therapist about the true nature of his profession and the role he plays in the war against demonic forces.,7.1
9035. Everything That Will Happen Has Already Happened,Global post-pandemic stories explore a world in turmoil.,8.1
9036. Grand Prize,"Against the backdrop of the thriving Croatian ballroom scene, Teo - a young trans man searching for his place, finds support in Valentina, a seasoned dancer.",6.1
9037. Forever Endeavor,"A lighthearted take on life's heavy questions. Historian and co-director Jonathan Mann guides us on a thoughtful, whimsical journey, asking 'What's the point of it all?' while seeking meaning in the face of the inevitable.""",9.4
9038. Monarch City,"A family divided. Surrounded by decay and despair in their dying small-town, each family member follows their own path and searches for an exit before the window of hope closes.",6.8
9039. Dangerous Link,A woman who has been cheated on meets a handsome new man . As she eventually tries to work it out with her Ex the new man becomes dangerously obsessed and violent,4.7
9040. Okhota na russkogo geniya,"In one of the ordinary Moscow schools, a gifted chemistry teacher, Igor Sarochkin, works honestly. As a result of several years of hard work, he manages to invent a unique substance, thanks to which it is possible to determine the fate of a person and his innate inclinations towards noble deeds or criminal acts. American intelligence services send to the scientist his former classmate Vorofeev, who has lived in the United States for a long time and works for the CIA. The traitor manages to steal a sample of the substance from Sarochkin's laboratory. However, no one will be able to use the sample without the secret formula that the chemist keeps in his head. To protect the brilliant scientist and give him the opportunity to implement his project, the FSB general develops a cunning plan. FSB Major Darya Timofeeva will have to get closer to Igor, using the legend of the scientist's first love, whom he has not seen for seventeen years.",4.4
9041. Im Schatten der Träume,The most successful German duo in swing and film music that has shaped popular culture for five decades.,8.0
9042. In the Company of Kings,"8 former boxing World Champs come together to talk about race, struggle, victory, defeat and picking yourself up off the canvas.",6.5
9043. Preconceived,"A riveting documentary about the pervasive but overlooked presence of Crisis Pregnancy Centers. ""Preconceived"" explores the complex role of deception, finances, faith, and privacy amid a shifting legal landscape.",8.2
9044. Cutthroat: The Race to Save Yellowstone,"Invasive lake trout decimate native Yellowstone cutthroat trout population, altering ecosystem. Scientists race to save cutthroat trout and preserve Yellowstone National Park's pristine state.",7.6
9045. Ichigatsu no Koe ni Yorokobi o Kizame,N/A,6.8
9046. American Nobody,"A coming-of-age story about rambunctious 18-year-old Andrew, who finds himself kicked out of his home with a kid on the way. Andrew mans up and provides for his family for years, then learns that his job at a locally-owned business is closing down. Down on his luck, he is tempted to make quick illegal cash and pulled into the dark world of drug trafficking, during which he discovers secrets from his past.",6.8
9047. Oltre il confine,N/A,5.5
9048. The Life Coach,"A successful life coach hides his mental illness behind his public persona. After connecting anonymously online with a supportive follower, his past trauma and fear of exposure threaten to destroy everything he's built.",9.0
9049. Into Nightmares,"After a mysterious trauma, an elderly man begins to suffer from sleep paralysis, haunted by a sinister female figure. Sent to a care home, he discovers his new roommate behaves in disturbing ways-rituals he can only witness while paralyzed. As other residents begin to vanish, he must confront the dark presence invading his room before it consumes him too.",5.4
9050. Navardev Bsc. Agri.,N/A,7.9
9051. Stab 4: Knife of Doom,"Stab 4 takes us back before Hollywood, before Windsor College, before Woodsboro, to a small town in New Hampshire where 21-year-old Gale Weathers is reporting for her college newspaper. When her best friend is brutally slain, Gale sets out to find the killer known as Ghost Face, a local urban legend. Can Gale solve the case before all of her friends are gruesomely murdered or will she land on the chopping block with them? Stab 4: Knife of Doom gives new life to the franchise before Ghost Face takes it away.",5.4
9052. Mikka Bannada Hakki,Coming of age story of a 12 year old girl with albinism.,8.1
